tid_type,snr_db,epsilon,gt_lag,tid_period_s,fft_lag,fft_err,fft_r,autocorr_lag,autocorr_err,autocorr_r,trial
MSTID,50,0.0,300.0,1200,300.0,0.0,0.974661872963536,290.0,-10.0,0.9742939957494504,0
MSTID,50,0.0,300.0,1200,300.0,0.0,0.9830262708938594,290.0,-10.0,0.9828799747015201,1
MSTID,50,0.0,300.0,1200,300.0,0.0,0.9684834527431087,290.0,-10.0,0.9687869834315728,2
MSTID,50,0.0,300.0,1200,300.0,0.0,0.9350477652645498,290.0,-10.0,0.9351831475281878,3
MSTID,50,0.0,300.0,1200,300.0,0.0,0.9360165118646109,290.0,-10.0,0.9359205522812206,4
MSTID,50,0.0,300.0,1200,300.0,0.0,0.9350477652645498,290.0,-10.0,0.9351614611949884,5
MSTID,50,0.0,300.0,1200,300.0,0.0,0.9458483754479359,290.0,-10.0,0.945869624073669,6
MSTID,50,0.0,300.0,1200,300.0,0.0,0.9407198908189481,290.0,-10.0,0.9412146129294442,7
MSTID,50,0.0,300.0,1200,300.0,0.0,0.9395684066838447,290.0,-10.0,0.9402678010224575,8
MSTID,50,0.0,300.0,1200,300.0,0.0,0.9488311688278186,290.0,-10.0,0.9491795431664749,9
MSTID,50,0.0,300.0,1200,300.0,0.0,0.9811827956954853,290.0,-10.0,0.9812545916322329,10
MSTID,50,0.0,300.0,1200,300.0,0.0,0.9684834527431087,290.0,-10.0,0.9687407989241924,11
MSTID,50,0.0,300.0,1200,300.0,0.0,0.984518935513438,290.0,-10.0,0.9844321295932633,12
MSTID,50,0.0,300.0,1200,300.0,0.0,0.9344933469772776,290.0,-10.0,0.9344642249437999,13
MSTID,50,0.0,300.0,1200,300.0,0.0,0.9470317297817372,290.0,-10.0,0.9470550952190628,14
MSTID,50,0.0,300.0,1200,300.0,0.0,0.9524054100291851,290.0,-10.0,0.9525170418521605,15
MSTID,50,0.0,300.0,1200,300.0,0.0,0.9719235364362587,290.0,-10.0,0.9718610110664401,16
MSTID,50,0.0,300.0,1200,300.0,0.0,0.9393073593040429,290.0,-10.0,0.9395171649130529,17
MSTID,50,0.0,300.0,1200,300.0,0.0,0.9592281963379606,290.0,-10.0,0.95925563831187,18
MSTID,50,0.0,300.0,1200,300.0,0.0,0.9419152949212446,290.0,-10.0,0.9426190340524964,19
MSTID,50,0.0,300.0,1200,300.0,0.0,0.9643892869294075,290.0,-10.0,0.9646789259324476,20
MSTID,50,0.0,300.0,1200,300.0,0.0,0.945820433433204,290.0,-10.0,0.9460606115089012,21
MSTID,50,0.0,300.0,1200,300.0,0.0,0.9410389610356383,290.0,-10.0,0.9415346790047069,22
MSTID,50,0.0,300.0,1200,300.0,0.0,0.937575757572447,290.0,-10.0,0.9379751039897694,23
MSTID,50,0.0,300.0,1200,300.0,0.0,0.9545923632577344,290.0,-10.0,0.9546422651293838,24
